file	TP	FP	FN	P	R	F1
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	9	11	1	0.450	0.900	0.600
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	8	9	6	0.471	0.571	0.516
rosetta_v06_00318_Count-the-coins_count-the-coins-1	9	32	4	0.220	0.692	0.333
rosetta_v06_01590_Word-wheel_word-wheel	8	17	6	0.320	0.571	0.410
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	9	14	3	0.391	0.750	0.514
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	7	4	3	0.636	0.700	0.667
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	7	11	3	0.389	0.700	0.500
rosetta_v06_01554_Variables_variables-1	5	6	1	0.455	0.833	0.588
rosetta_v06_00013_21-game_21-game	10	16	3	0.385	0.769	0.513
rosetta_v06_00919_Multiplication-tables_multiplication-tables	7	7	3	0.500	0.700	0.583
rosetta_v06_01436_Sum-to-100_sum-to-100-1	10	103	6	0.088	0.625	0.155
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	11	24	3	0.314	0.786	0.449
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	7	5	3	0.583	0.700	0.636
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	8	16	4	0.333	0.667	0.444
rosetta_v06_00061_Anagrams_anagrams-1	10	24	3	0.294	0.769	0.426
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	8	12	4	0.400	0.667	0.500
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	7	10	4	0.412	0.636	0.500
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	7	24	4	0.226	0.636	0.333
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	9	8	3	0.529	0.750	0.621
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	7	9	3	0.438	0.700	0.538
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	7	5	3	0.583	0.700	0.636
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	19	103	9	0.156	0.679	0.253
rosetta_v06_00501_Fibonacci-word_fibonacci-word	10	17	4	0.370	0.714	0.488
rosetta_v06_01518_UPC_upc	8	61	6	0.116	0.571	0.193
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	8	47	4	0.145	0.667	0.239
