file	TP	FP	FN	P	R	F1
rosetta_v06_00064_Angles-geometric-normalization-and-conversion_angles-geometric-normalization-and-conversion	22	6	0	0.786	1.000	0.880
rosetta_v06_00120_Averages-Median_averages-median-1	11	3	1	0.786	0.917	0.846
rosetta_v06_00014_24-game_24-game	23	21	1	0.523	0.958	0.676
rosetta_v06_01593_World-Cup-group-stage_world-cup-group-stage	11	13	1	0.458	0.917	0.611
rosetta_v06_01205_Reverse-a-string_reverse-a-string-1	13	7	1	0.650	0.929	0.765
rosetta_v06_00471_Extensible-prime-generator_extensible-prime-generator-1	12	19	1	0.387	0.923	0.545
rosetta_v06_01204_Return-multiple-values_return-multiple-values-2	10	1	1	0.909	0.909	0.909
rosetta_v06_00043_Ackermann-function_ackermann-function-1	9	4	2	0.692	0.818	0.750
rosetta_v06_00692_Imaginary-base-numbers_imaginary-base-numbers	23	23	1	0.500	0.958	0.657
rosetta_v06_00131_Balanced-brackets_balanced-brackets-1	13	5	1	0.722	0.929	0.813
rosetta_v06_00924_Munching-squares_munching-squares	10	13	1	0.435	0.909	0.588
rosetta_v06_01059_Permutations-Derangements_permutations-derangements	12	6	1	0.667	0.923	0.774
rosetta_v06_00897_Mind-boggling-card-trick_mind-boggling-card-trick	14	13	1	0.519	0.933	0.667
rosetta_v06_00764_Last-Friday-of-each-month_last-friday-of-each-month	9	6	1	0.600	0.900	0.720
rosetta_v06_01597_Write-float-arrays-to-a-text-file_write-float-arrays-to-a-text-file-1	9	2	1	0.818	0.900	0.857
rosetta_v06_01489_Tic-tac-toe_tic-tac-toe	13	10	1	0.565	0.929	0.703
rosetta_v06_00638_Halt-and-catch-fire_halt-and-catch-fire	9	1	1	0.900	0.900	0.900
rosetta_v06_00411_Dutch-national-flag-problem_dutch-national-flag-problem	11	4	2	0.733	0.846	0.786
rosetta_v06_01438_Summarize-and-say-sequence_summarize-and-say-sequence	13	10	1	0.565	0.929	0.703
rosetta_v06_00866_Mayan-numerals_mayan-numerals	12	14	1	0.462	0.923	0.615
rosetta_v06_01242_Scope-Function-names-and-labels_scope-function-names-and-labels	10	2	1	0.833	0.909	0.870
rosetta_v06_01498_Topological-sort_topological-sort-1	13	12	1	0.520	0.929	0.667
rosetta_v06_00973_Numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors_numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors	10	7	1	0.588	0.909	0.714
rosetta_v06_00262_Combinations_combinations-2	10	12	1	0.455	0.909	0.606
rosetta_v06_00257_Colorful-numbers_colorful-numbers	11	15	1	0.423	0.917	0.579
rosetta_v06_00141_Best-shuffle_best-shuffle-1	11	17	1	0.393	0.917	0.550
rosetta_v06_00995_Ordered-words_ordered-words-3	10	8	1	0.556	0.909	0.690
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation	10	5	1	0.667	0.909	0.769
rosetta_v06_00118_Averages-Mean-angle_averages-mean-angle	8	1	1	0.889	0.889	0.889
rosetta_v06_00629_Guess-the-number_guess-the-number	9	3	1	0.750	0.900	0.818
rosetta_v06_00039_Accumulator-factory_accumulator-factory	10	0	1	1.000	0.909	0.952
rosetta_v06_00001_100-doors_100-doors-1	9	6	1	0.600	0.900	0.720
